genreId,movieId
"32","MRy1",
"26","FFC15",
"26","ClC57",
"25","ClC58",
"26","FFC12",
"32","JuW10",
"25","LeL38",
"25","GM210",
"25","LeL35",
"25","LeL30",
"26","GRH2",
"26","GRH1",
"26","GRH4",
"28","GRH3",
"34","GRH6",
"27","ClC45",
"32","GRH5",
"32","GRH8",
"27","GRH8",
"25","GRH7",
"26","ClC49",
"34","GRH9",
"41","GM222",
"51","GM223",
"34","JGs10",
"25","GM224",
"32","GM225",
"25","GM220",
"25","WAS90",
"25","MiA35",
"32","WAS95",
"25","DHa1",
"25","ChB2",
"28","DHa2",
"27","DoW50",
"25","DHa3",
"25","ChB5",
"28","DHa5",
"29","DHa7",
"27","DoW51",
"25","ClC31",
"26","GM226",
"30","ChB9",
"26","GM227",
"36","IH11",
"25","ClC38",
"26","ClC35",
"25","ClC19",
"41","MRy9",
"35","IsF10",
"36","GM235",
"25","ClC18",
"25","GM230",
"40","MiA25",
"25","MRy5",
"25","MiA27",
"36","MRy7",
"43","xCh10",
"25","MiA22",
"28","WAS80",
"32","WAS80",
"26","MiA21",
"25","MiA24",
"32","WAS82",
"34","DM200",
"29","WAS83",
"29","MEk10",
"32","WAS85",
"45","JHe10",
"27","RtD10",
"26","ClC20",
"27","RtD12",
"27","ClC21",
"27","RtD11",
"28","GM237",
"41","GM237",
"26","GM237",
"32","GM238",
"27","RtD13",
"27","ClC24",
"26","ClC24",
"26","FFe10",
"25","IH25",
"35","JGs31",
"32","WAS77",
"27","IH26",
"36","IH23",
"32","GM240",
"36","GM240",
"34","IH29",
"32","GM242",
"26","IH27",
"26","IH28",
"32","JGs30",
"25","CyE8",
"25","WAS70",
"35","RHf20",
"38","JGb10",
"25","MeW10",
"25","ViM10",
"26","ECs10",
"33","ECs10",
"25","ClC11",
"25","RGt10",
"25","ClC10",
"26","xEn10",
"28","IH30",
"26","IH30",
"28","IH31",
"27","IH14",
"35","JGs20",
"26","JGs20",
"25","JiC10",
"29","IiS5",
"26","IH15",
"26","IH12",
"32","IH18",
"27","IH18",
"51","IH18",
"25","JiC14",
"26","IH19",
"40","TBi10",
"25","IH16",
"41","IH17",
"37","RHf10",
"27","RHf10",
"33","ChC2",
"28","ChC3",
"33","ChC3",
"25","CB3",
"32","ChC4",
"28","MNv10",
"26","ChC5",
"25","ChC6",
"27","ChC7",
"25","ChC8",
"25","ErK10",
"36","IH22",
"29","SfP6",
"33","SfP6",
"28","IH20",
"34","IH20",
"33","SCl5",
"32","IH47",
"51","IH47",
"35","IFr7",
"38","IFr8",
"40","IFr8",
"25","IH45",
"32","DoW15",
"26","IFr5",
"27","IFr6",
"25","CEa9",
"25","IFr9",
"40","SaG10",
"33","KlW10",
"25","CEa8",
"35","CEa7",
"34","CEa6",
"36","CEa5",
"25","CEa4",
"33","PdR10",
"36","CEa3",
"25","WAS50",
"36","CEa2",
"27","CEa1",
"26","CC1",
"33","SE15",
"25","ChF3",
"38","JuF10",
"25","ChF7",
"33","SE10",
"26","IH50",
"32","DoW10",
"26","JIv6",
"35","ErK20",
"26","LBF10",
"25","IH34",
"26","IH35",
"32","IH38",
"26","IH38",
"25","RGt15",
"41","JGs40",
"25","IH39",
"32","VGl10",
"30","RSf20",
"38","JuF18",
"38","JuF20",
"26","ChE1",
"32","ChE2",
"32","CD8",
"25","CD7",
"40","BuT10",
"35","ErK30",
"26","PAn10",
"25","IH43",
"27","IFr4",
"33","ADm10",
"25","IFr1",
"35","IH42",
"35","RS14",
"35","RS15",
"35","HBn30",
"26","RS11",
"27","WFr11",
"27","WFr10",
"26","APa12",
"27","WFr14",
"92","VDa10",
"29","VDa10",
"27","WFr13",
"27","WFr12",
"32","PnM8",
"34","ChH3",
"26","Whu29",
"32","FNm5",
"25","JuD34",
"25","IrR23",
"26","WWn200",
"25","HDc70",
"26","IrR27",
"41","RS20",
"32","DME10",
"45","WWn205",
"32","DME13",
"25","IrR20",
"25","JiA12",
"41","MPi50",
"32","JiA10",
"29","JIv8",
"26","TG8",
"35","JiA15",
"32","JiA15",
"35","HBn40",
"25","IrR18",
"35","JiA18",
"32","JiA18",
"45","BBa5",
"60","DdH10",
"25","GS12",
"35","DoH10",
"28","GS14",
"26","DLu10",
"25","AbB1",
"28","BBa1",
"32","BBa1",
"60","BBa1",
"41","SE26",
"25","GS16",
"32","ChG2",
"41","SE27",
"26","IrR10",
"41","SE25",
"41","IrR12",
"29","IrR12",
"42","RFM20",
"28","SiM10",
"41","SE20",
"26","IrR16",
"29","MSa7",
"40","APr10",
"32","BRa10",
"29","MSa8",
"26","MSa9",
"35","BRa12",
"33","SE28",
"51","APr12",
"29","MSa6",
"28","MPi40",
"26","MPi45",
"42","RS32",
"35","RS32",
"32","SvB12",
"25","CBm90",
"30","ELM2",
"25","JuD11",
"26","JuD10",
"29","JuD10",
"32","JuD13",
"30","ELM8",
"25","JuD12",
"27","JuD15",
"51","JuD15",
"25","Z9735",
"41","APa30",
"29","APa30",
"25","JuD16",
"32","SvB22",
"25","BSc9",
"33","BSc7",
"26","Z9730",
"25","BSc5",
"26","CJu10",
"25","BSc2",
"26","RS28",
"41","RS26",
"34","RS26",
"25","JuD19",
"33","WRu10",
"25","BGr10",
"42","APa20",
"26","APa20",
"32","GTh10",
"32","GTh12",
"29","APa25",
"33","APa24",
"32","GTh14",
"37","WjH10",
"37","IrR32",
"26","CH5",
"25","RDi10",
"25","JuD25",
"32","HCs1",
"43","RS30",
"25","APa9",
"32","HCs3",
"26","APa6",
"33","APa6",
"25","HCs2",
"29","APa7",
"25","BvH8",
"25","HCs5",
"41","HCs4",
"29","APa5",
"28","JuD20",
"32","JuD20",
"26","IrR30",
"25","HCs6",
"26","IBy15",
"32","PAl18",
"25","RtB10",
"32","PAl16",
"32","GTh20",
"26","ChL1",
"28","BHu10",
"32","BHu10",
"32","GTh22",
"32","ChL2",
"26","ChL2",
"32","GTh23",
"32","GTh24",
"32","GTh26",
"32","GTh16",
"26","BeH2",
"32","GTh18",
"25","BeH1",
"40","ToH40",
"25","LB35.",
"28","RiB15",
"26","PAl21",
"27","Z9750",
"25","MeG4",
"25","ASj50",
"32","GTh30",
"33","RtS10",
"32","GTh32",
"25","CJ2",
"34","TKa10",
"32","RRa10",
"26","RRa10",
"25","BvH10",
"32","SvB04",
"33","FZ20ZZ",
"34","CJ4",
"32","SvB05",
"25","CJ3",
"32","GTh36",
"60","CJ6",
"32","GTh37",
"34","CJ8",
"32","GTh28",
"29","BBe1",
"25","CJ9",
"32","SvB10",
"26","BHd10",
"41","IBy10",
"26","IrR50",
"40","ToH26",
"28","PM15",
"32","PM15",
"33","BaK20",
"32","GTh40",
"32","PnM14",
"34","SSo13",
"32","GTh42",
"26","PnM12",
"40","SSo15",
"32","GTh44",
"25","PnM18",
"32","GTh46",
"34","SSo16",
"32","GTh48",
"26","WWn220",
"32","GTh38",
"28","LPe3",
"32","KvR10",
"26","KvR10",
"41","PnM10",
"26","LPe7",
"28","PnM11",
"34","SSo10",
"37","ToH20",
"28","IAv10",
"26","PM21",
"25","STy5",
"25","IAv12",
"32","RFM10",
"26","RiB30",
"41","Z7110",
"32","PM20",
"26","PM20",
"29","RFM12",
"25","Z9770",
"26","MBe4",
"25","MBe5",
"33","LoG40",
"26","MBe1",
"32","RiB28",
"32","GTh50",
"32","MBe2",
"32","CBm60",
"32","GTh52",
"40","CL1",
"26","CL1",
"27","DkP3",
"32","GTh54",
"27","DkP4",
"32","GTh55",
"25","DkP5",
"32","GTh56",
"26","MBe8",
"32","GTh57",
"26","JDy10",
"32","GTh58",
"35","LyD10",
"26","AbH1",
"39","Z9788",
"37","RtB12",
"25","PM11",
"26","RtB11",
"28","PM10",
"38","ToH30",
"26","RtB14",
"32","RiB25",
"25","RtB13",
"32","PM12",
"50","RiB26",
"37","Z9783",
"28","Z9783",
"37","AtH10",
"28","RiB21",
"32","RiB21",
"60","Z9780",
"25","ASj25",
"32","FrT16",
"32","FrT13",
"29","FrT13",
"32","GTh60",
"32","IAv25",
"25","DHo1",
"32","GTh62",
"35","IAv27",
"32","FrT10",
"25","ASj20",
"25","JCv12",
"26","JCv10",
"45","RMc10",
"32","PTA12",
"25","HaF16",
"60","PTA10",
"25","MCJ1",
"26","LM38.",
"25","RBt20",
"32","IAv18",
"45","IAv18",
"26","IAv19",
"33","IAv19",
"32","FrT25",
"25","CBm40",
"25","IAv14",
"32","FrT23",
"32","FOp10",
"26","ASj15",
"29","FrT22",
"27","IAv16",
"32","FrT20",
"27","ArH101",
"25","ASj10",
"27","ArH104",
"38","ArH105",
"27","ArH105",
"27","ArH102",
"27","ArH103",
"35","IAv20",
"35","IAv21",
"32","CBm11",
"32","CBm10",
"25","ASj45",
"28","TGw10",
"26","TGw10",
"28","PuA10",
"25","ChR4",
"25","HaF31",
"32","FrT32",
"32","FrT30",
"25","WFr75",
"27","HaF35",
"25","IHA1",
"25","WFr79",
"25","ASj40",
"34","RoD10",
"25","HaF37",
"27","JCe10",
"25","ASj35",
"26","RdD10",
"32","CP2",
"25","CP1",
"37","CP3",
"51","CP3",
"25","HaF20",
"26","Fpy7",
"25","HaF23",
"25","ASj30",
"33","MoA10",
"25","MLn10",
"35","JCv16",
"26","CyS1",
"25","HaF29",
"40","WFr70",
"28","GiC10",
"32","GiC10",
"28","GiC12",
"33","HwF10",
"28","WR120",
"32","WR120",
"25","JNe25",
"35","WFr60",
"26","LiW10",
"27","LiW14",
"38","MBm1",
"25","MBm2",
"32","MaI10",
"28","MBm3",
"27","MBm3",
"25","WR110",
"35","SFi10",
"25","WR112",
"25","CR5",
"33","JNe20",
"40","JBs10",
"25","WR115",
"25","HaF40",
"25","WFr42",
"25","CR9",
"25","JmH1",
"32","WFr45",
"25","JNe10",
"28","MBl5",
"32","MBl5",
"32","ChV2",
"35","WFr39",
"53","MmL12",
"26","WFr38",
"25","NMk10",
"35","MmL10",
"28","ChV8",
"27","ArH111",
"32","WFr33",
"32","RBt17",
"27","ArH112",
"27","ArH110",
"28","ArH115",
"27","ArH115",
"25","MSp2",
"27","ArH116",
"40","WFr36",
"27","ArH113",
"35","WFr35",
"27","WFr35",
"27","ArH114",
"25","MSp5",
"27","ArH108",
"28","RMt10",
"27","ArH109",
"27","ArH106",
"27","ArH107",
"33","MUy10",
"37","WRB10",
"32","MvS1",
"32","MvS6",
"41","MvS2",
"28","MvS3",
"32","MvS3",
"28","MvS4",
"41","MvS4",
"29","MvS4",
"27","ArH117",
"27","ArH118",
"26","KPe10",
"33","KPe10",
"32","TSz10",
"51","TSz10",
"25","ThD55",
"34","RVL14",
"39","FrB7",
"39","FrB9",
"41","RVL17",
"27","RVL16",
"25","HDc1",
"34","RVL10",
"27","QuL10",
"28","HDc6",
"51","AR10",
"32","NVe10",
"51","NVe10",
"25","RSB8",
"28","WR10",
"40","RSB5",
"25","NoL52",
"25","RSB1",
"27","ThD50",
"32","FrC1",
"25","PhL124",
"41","GrN10",
"29","ChW2",
"25","AxC10",
"29","ChW3",
"79","ChW4",
"28","ChW6",
"29","ChW6",
"32","ChW7",
"28","FWx10",
"79","ChW8",
"25","FWx15",
"32","DSW15",
"32","DSW18",
"25","FWx18",
"25","NoL48",
"25","NoL45",
"39","FrB1",
"39","FrB3",
"39","FrB5",
"25","AA20",
"26","KZs18",
"32","WA10",
"25","ThD35",
"25","RVL34",
"32","WA11",
"25","ThD36",
"28","WA12",
"28","WA13",
"32","WA14",
"26","FWx20",
"28","WA15",
"25","WA16",
"25","KZs10",
"78","xSe10",
"34","RVL32",
"26","BSt5",
"25","RVL30",
"40","NoL36",
"26","WR31",
"26","BSt1",
"25","NoL34",
"25","NoL32",
"34","NoL30",
"26","LiW30",
"28","PDe10",
"26","WA17",
"28","WA18",
"32","WA18",
"32","WA19",
"25","AA16",
"32","AA13",
"26","JKm10",
"25","ThD30",
"25","AA14",
"27","PhL100",
"26","RVL25",
"25","ThD45",
"39","BMs10",
"25","SML10",
"40","RVL28",
"38","FWx30",
"25","NoL28",
"25","WR20",
"29","Z2310",
"27","NoL26",
"25","NoL22",
"25","AA28",
"25","LiW20",
"32","AA29",
"25","AA26",
"25","ThD40",
"25","AA24",
"25","MBr5",
"25","LiW25",
"28","DSh10",
"25","AA23",
"26","BeW4",
"25","ABW30",
"26","AA41",
"26","TGi9",
"25","JJm3",
"26","JJm4",
"25","MSv1",
"28","TGi7",
"25","JJm1",
"37","TGi6",
"25","JJm2",
"32","GAd5",
"25","ABW35",
"32","JJm6",
"36","JJm9",
"41","AnW10",
"25","WA30",
"25","AyW10",
"40","AyW11",
"27","AA37",
"32","AA38",
"25","AA35",
"26","WR50",
"26","WA20",
"26","WA21",
"26","BeW10",
"26","WA22",
"32","WA23",
"26","BeW12",
"28","WA25",
"29","WA25",
"25","ThD28",
"32","WA26",
"25","ABW20",
"32","WA27",
"25","ABW25",
"28","WR42",
"26","ALv10",
"32","WA28",
"37","TGi5",
"38","GMu17",
"26","WA29",
"37","TGi4",
"26","JVm10",
"33","JVm10",
"33","IvN10",
"26","JVm17",
"33","JVm17",
"25","ThD20",
"36","GMu15",
"26","GeH10",
"36","WR40",
"32","JJo1",
"38","JJo1",
"25","PhL13",
"38","JJo2",
"34","JJo2",
"25","PhL12",
"32","JL10",
"25","GMu21",
"26","LPu1",
"25","PhL10",
"32","JL15",
"37","JJo5",
"25","JVK21",
"32","JL13",
"25","AdI10",
"35","AdI15",
"60","AdI15",
"37","xHe10",
"25","PhL19",
"26","IGg10",
"45","IGg10",
"26","HgH10",
"25","PhL16",
"25","PhL15",
"32","HDu10",
"27","BrL15",
"25","MuT10",
"25","JVK13",
"33","EdA20",
"25","WR70",
"25","JVK18",
"32","WR72",
"25","JVK16",
"25","PhL125",
"28","USt10",
"26","USt10",
"32","ABW40",
"25","PhL21",
"25","JVK10",
"40","RuJ3",
"26","GBS10",
"28","AWe10",
"40","RuJ8",
"26","DlB3",
"33","EdA10",
"33","EdA15",
"26","WR60",
"25","PhL135",
"28","MSb10",
"32","MSb10",
"25","MSz8",
"40","Z9790",
"27","SaF13",
"34","JTg13",
"25","MBy1",
"35","MBy2",
"32","AMy18",
"28","MBy8",
"53","MBy8",
"26","GBS20",
"32","GSK1",
"32","AMy10",
"60","AMy10",
"28","NSm10",
"53","MBy5",
"25","JVK35",
"25","Z9795",
"25","Z9794",
"29","RTh58",
"40","JkH10",
"27","JVK30",
"34","RTh52",
"40","BrL10",
"26","RTh53",
"88","LeK10",
"32","GuM1",
"40","GuM1",
"28","WR86",
"32","GuM2",
"40","GuM2",
"26","GBS30",
"37","GuM5",
"32","GuM5",
"27","GuM3",
"25","GLa10",
"25","JVK25",
"28","WR80",
"25","JVK27",
"26","GyS10",
"25","ABW10",
"25","ABW15",
"25","ToZ20",
"33","GBS42",
"40","FrM1",
"26","GBS40",
"34","DMD50",
"34","FrM6",
"33","RiC10",
"28","FkP10",
"82","GKo10",
"26","SaF20",
"32","RtT10",
"34","IQd10",
